,page_url,artist,artist_nationality,artist_birthdate,title,image_url,year,gallery,gallery_location,medium,medium_details,size_inches,size_cm,condition,classification,signed,authenticated,framed,currency,price
931,https://www.artsy.net/artwork/jason-freeny-xxray-plus-cookie-monster,Jason Freeny,American,1970,'XXRAY Plus: Cookie Monster',https://d32dm0rphc51dk.cloudfront.net/pP81rqcf6BUU3RUUI0FPKw/large.jpg,2019,Signari Gallery,Certificate of authenticity,Sculpture,Collectible vinyl art figure.,8 1/2 in,21.6 cm,New in original box.,This work is part of a limited edition set.,Not signed,Included,Not included,$,350
932,https://www.artsy.net/artwork/piero-dorazio-senza-titolo-14,Piero Dorazio,"Italian, 1927–2005",NA,senza titolo,https://d32dm0rphc51dk.cloudfront.net/bJBKOVofGJTvYCcBJZqRjA/large.jpg,1991,Make offer,L'Incontro,Painting,Collage su cartone,27 3/5 × 41 3/10 in,70 × 105 cm,L'opera è in perfette condizioni,This is a unique work.,"Hand-signed by artist, firmato in basso a destra ",Included,Included,€,"14,000"
933,https://www.artsy.net/artwork/bettina-mauel-the-red-dress-5,Bettina Mauel,German,1959,The Red Dress 5,https://d32dm0rphc51dk.cloudfront.net/iSEQ9ikiaZ_jNZcJsmHmrw/large.jpg,2016,"Los Angeles, Zürich",Certificate of authenticity,Painting,Oil on Canvas,32 × 39 in,81.3 × 99.1 cm,NA,This is a unique work.,"Hand-signed by artist, This artwork is signed and dated by the artist on the front, in the lower right corner.",Included,Not included,$,"1,500"
934,https://www.artsy.net/artwork/christopher-clark-conjuring,Christopher Clark,Follow,NA,Conjuring,https://d32dm0rphc51dk.cloudfront.net/YpSVPdO5hQtryiNfkYm_UA/large.jpg,2020,Abend Gallery,Denver,Painting,Mixed media on wood panel,16 × 24 in,40.6 × 61 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"1,050"
935,https://www.artsy.net/artwork/alan-fears-buckingham-pools,Alan Fears,British,1974,Buckingham Pools,https://d32dm0rphc51dk.cloudfront.net/z-y5DD9iW7pswkNRM5MHBQ/large.jpg,2019,Fears and Kahn,London,Painting,Acrylic on Canvas,17 7/10 × 23 3/5 × 4/5 in,45 × 60 × 2 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,£,"1,850"
936,https://www.artsy.net/artwork/martin-eder-untitled-10-slash-02,Martin Eder,German,1968,Untitled (10/02),https://d32dm0rphc51dk.cloudfront.net/NaKnRolydV1CoHJ9z_fA4Q/large.jpg,2002,New York,Secure payment,"Drawing, Collage or other Work on Paper",Watercolor on paper,11 × 9 in,27.9 × 22.9 cm,NA,This is a unique work.,"Hand-signed by artist, Signed & dated 'Martin Eder 10/02'",NA,Included,$,"4,500"
937,https://www.artsy.net/artwork/rene-romero-schuler-ingrid-1,René Romero Schuler,American,1968,Ingrid,https://d32dm0rphc51dk.cloudfront.net/8wz7Olr50VPsHmeOaTAM8w/large.jpg,2020,Lancaster,Certificate of authenticity,Painting,Oil on canvas,50 × 40 in,127 × 101.6 cm,NA,This is a unique work.,"Hand-signed by artist, Hand-signed by artist on back.",Included,Not included,$,"9,500"
938,https://www.artsy.net/artwork/joanne-greenbaum-untitled-460,Joanne Greenbaum,American,1953,Untitled,https://d32dm0rphc51dk.cloudfront.net/hN-SK41WC9OfRsYGdxXkcw/large.jpg,2020,VSOP Projects,Certificate of authenticity,"Drawing, Collage or other Work on Paper","Artist's book, Watercolor on paper",13 1/2 × 18 in,34.3 × 45.7 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"4,200"
939,https://www.artsy.net/artwork/humans-since-1982-a-million-times-72v,Humans Since 1982,NA,1982,A million Times 72v,https://d32dm0rphc51dk.cloudfront.net/LRr3zT2JUzv2wXDCmetlMw/large.jpg,2014,Gallery ALL,"Beijing, Beverly Hills, Shanghai, Stockholm",Design/Decorative Art,Black Corian and Electronic Components,66 27/50 × 35 83/100 × 2 9/25 in,169 × 91 × 6 cm,NA,Edition of 82,Not signed,Included,Not included,NA,NA
940,https://www.artsy.net/artwork/faile-10ways-on-wood-1,FAILE,"American, Founded 1999",NA,10Ways on Wood,https://d32dm0rphc51dk.cloudfront.net/xzyZAyB5Jm_oaLrlYZKjIQ/large.jpg,2005,EHC Fine Art,Secure payment,Painting,Mixed media stencil on wood,53 × 33 in,134.6 × 83.8 cm,NA,This is a unique work.,"Hand-signed by artist, Signed and dated en verso",NA,Not included,$,"14,500"
941,https://www.artsy.net/artwork/nicole-leidenfrost-badende,Nicole Leidenfrost,German,1974,Badende,https://d32dm0rphc51dk.cloudfront.net/T8UfkP1-f9mBcaPU9aiOBQ/large.jpg,2009,Hamburger Kunstgalerie,Hamburg,Painting,Mixed Media on canvas,47 1/5 × 39 2/5 × 4/5 in,120 × 100 × 2 cm,NA,This is a unique work.,"Hand-signed by artist, front",Included,Not included,€,"5,400"
942,https://www.artsy.net/artwork/gary-john-seven-minutes-in-heaven,Gary John,American,1963,Seven Minutes In Heaven,https://d32dm0rphc51dk.cloudfront.net/3LtobYDMuXMEsOnM7G_BHw/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,Acrylic on Newspaper,15 × 11 in,38.1 × 27.9 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,185
943,https://www.artsy.net/artwork/ksenia-kovalova-slices-in-green,Ksenia Kovalova,Ukrainian,1991,"""Slices in Green""",https://d32dm0rphc51dk.cloudfront.net/1rkxWpJgiZU8Dax2lI1dng/large.jpg,2020,Gallery Sitka,SHIRLEY,Painting,Acrylic on Wood,30 × 32 in,76.2 × 81.3 cm,New,This is a unique work.,NA,NA,Not included,$,"3,000"
944,https://www.artsy.net/artwork/ludwig-favre-6-california,Ludwig Favre,French,1976,6 California,https://d32dm0rphc51dk.cloudfront.net/niZSo8uG3DCIfgvzOWfKaA/large.jpg,2020,$325,26 3/10 × 39 1/2 in,Print,Hahnemühle 100% cotton rag paper with archival epson inkjet pigments,This work is part of a limited edition set.,9 × 13 1/2 in,NA,22.9 × 34.3 cm,NA,Included,Not included,E,dition of 50
945,https://www.artsy.net/artwork/steve-kaufman-marilyn-heads-up,Steve Kaufman,"American, 1960–2010",NA,MARILYN - HEADS UP!,https://d32dm0rphc51dk.cloudfront.net/PTmUAomf3OMcjxAwBGLR9w/large.jpg,1995-2005,Gallery Art,Aventura,Painting,HAND PAINTED OIL AND SILKSCREEN ON CANVAS,45 × 36 in,114.3 × 91.4 cm,Excellent,This is a unique work.,"Hand-signed by artist, Hand signed by the artist on verso. ",Included,Not included,$,"5,100"
946,https://www.artsy.net/artwork/szabolcs-veres-porthunt-16,Szabolcs Veres,Romanian,1983,Porthunt 16,https://d32dm0rphc51dk.cloudfront.net/1AC0VF8sKldk9imunBXo6w/large.jpg,2010,Spencer Brownstone Gallery,New York,Painting,Oil on canvas,59 1/10 × 47 1/5 in,150 × 120 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"7,200"
947,https://www.artsy.net/artwork/andrew-prokos-inverted-dubai-reflections-number-1,Andrew Prokos,American,1971,Inverted - Dubai Reflections #1,https://d32dm0rphc51dk.cloudfront.net/5fPmGFYoFYTqs5h8d3k6wQ/large.jpg,2020,"$4,500",60 × 50 in,Photography,Archival Pigment Print,This work is part of a limited edition set.,40 × 33 in,NA,101.6 × 83.8 cm,Hand-signed by artist,Included,Included,E,dition 1/12
948,https://www.artsy.net/artwork/peter-max-sun-angel-ver-i-number-4,Peter Max,American,1937,SUN ANGEL VER. I #4,https://d32dm0rphc51dk.cloudfront.net/CdoOrl-PvTCl3X7oXYI2sg/large.jpg,2003,Gallery Art,Aventura,Painting,ACRYLIC & SILKSCREEN ON CANVAS,48 × 36 in,121.9 × 91.4 cm,Excellent,This is a unique work.,"Hand-signed by artist, Hand signed on front by the artist.",Included,Not included,$,"45,000"
949,https://www.artsy.net/artwork/alexis-akrithakis-theater,Alexis Akrithakis,Follow,NA,“Theater”,https://d32dm0rphc51dk.cloudfront.net/IOrBL3fk5hPJhPyliStIDg/large.jpg,1991,Make offer,Roma Gallery,Painting,Acrylic on canvas,31 1/2 × 39 2/5 in,80 × 100 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,€,"25,000"
950,https://www.artsy.net/artwork/mj-lindo-in-one-ear-out-the-other,MJ Lindo,Follow,NA,In One Ear,https://d32dm0rphc51dk.cloudfront.net/SyBfva8CRWtEzM5i5Ekuhg/large.jpg,Out the Other,Abend Gallery,Denver,Painting,Oil on wood panel,9 31/50 × 10 87/100 × 1 31/50 in,24.4 × 27.6 × 4.1 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,850
951,https://www.artsy.net/artwork/hollis-dunlap-susan-and-quan-1,Hollis Dunlap,American,1977,Susan and Quan,https://d32dm0rphc51dk.cloudfront.net/mS7UIn5bLOepZiNgqxlirQ/large.jpg,2018,Gallery 1261,Denver,Painting,Oil on Linen,48 × 40 in,121.9 × 101.6 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"18,000"
952,https://www.artsy.net/artwork/mary-iverson-china-wall-animation-scene-6-1,Mary Iverson,Follow,NA,China Wall Animation,https://d32dm0rphc51dk.cloudfront.net/80c-BIQb0ZT8kuWeRyvctg/large.jpg,Scene 6,Philadelphia,Certificate of authenticity,Painting,"Acrylic, ink, found photograph on panel",12 × 9 1/2 in,30.5 × 24.1 cm,NA,This is a unique work.,NA,Included,Included,$,850
953,https://www.artsy.net/artwork/eric-white-nam-1949-rko-pictures,Eric White,American,1968,"""Nam!"" 1949 RKO Pictures",https://d32dm0rphc51dk.cloudfront.net/23maMiNU2w1fQ6CCjAeYIg/large.jpg,1999,Track 16 Gallery,Los Angeles,Painting,Oil on canvas,36 × 72 in,91.4 × 182.9 cm,Condition is excellent.,This is a unique work.,"Hand-signed by artist, Signed on verso.",NA,Not included,$,"16,000"
954,https://www.artsy.net/artwork/ludwig-favre-surfin-in-biscarrosse,Ludwig Favre,French,1976,Surfin in Biscarrosse,https://d32dm0rphc51dk.cloudfront.net/qVMbsmN9gaG1prqzHeFUmA/large.jpg,2020,$325,26 3/10 × 39 1/2 in,Print,Hahnemühle 100% cotton rag paper with archival epson inkjet pigments,This work is part of a limited edition set.,9 × 13 1/2 in,NA,22.9 × 34.3 cm,NA,Included,Not included,E,dition of 50
955,https://www.artsy.net/artwork/serge-mendjisky-serge-mendjisky-original-oil-on-board-painting-signed-french-landscape-artwork,Serge Mendjisky,"French, 1929–2017",NA,Serge Mendjisky Original Oil On Board Painting Signed French Landscape Artwork,https://d32dm0rphc51dk.cloudfront.net/LFBSUE84yGxppyOgldTI7w/large.jpg,20th Century,Original Art Broker,Certificate of authenticity,Painting,Oil Paint on Board,19 × 24 in,48.3 × 61 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Lower Left (see photo)",Included,Included,$,"4,895"
956,https://www.artsy.net/artwork/mario-dilitz-188,Mario Dilitz,Austrian,1973,188,https://d32dm0rphc51dk.cloudfront.net/-u47KALVwGrZEGMAKucSYQ/large.jpg,2020,Make offer,Victor Lope Arte Contemporaneo,Sculpture,Limewood,33 1/2 × 19 7/10 × 11 4/5 in,85 × 50 × 30 cm,Excellent,This is a unique work.,Hand-signed by artist,Included,Not included,€,"24,500"
957,https://www.artsy.net/artwork/sivan-dayan-not-breathing,Sivan Dayan,NA,1987,Not Breathing,https://d32dm0rphc51dk.cloudfront.net/74HvRrjN7baZG5SG252YfQ/large.jpg,2020,ARTI.NYC,Certificate of authenticity,Painting,Oil on canvas,59 × 59 in,149.9 × 149.9 cm,New,This is a unique work.,"Hand-signed by artist, Signed on the back",Included,Not included,$,"9,000"
958,https://www.artsy.net/artwork/am-debrincat-horizon,AM DeBrincat,American,1989,"""Horizon""",https://d32dm0rphc51dk.cloudfront.net/2l1VzTHTSDAiBuZ08gNNNQ/large.jpg,ca. 2020,Parlor Gallery,Asbury Park,Painting,"Oil paint, acrylic paint, and transfer print on canvas",24 × 24 × 2 in,61 × 61 × 5.1 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"2,050"
959,https://www.artsy.net/artwork/michael-coleman-michael-coleman-teddy-roosevelt-bronze-sculpture-army-hunting-signed-artwork,Michael Coleman,American,1946,Michael Coleman Teddy Roosevelt Bronze Sculpture Army Hunting Signed Artwork,https://d32dm0rphc51dk.cloudfront.net/E-QH1BRthgcpIrKm7z2rlQ/large.jpg,20th Century,Original Art Broker,Certificate of authenticity,Sculpture,Full Round Bronze Sculpture,17 1/2 × 10 in,44.5 × 25.4 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Base of Sculpture (see photo)",Included,Not included,$,"3,895"
960,https://www.artsy.net/artwork/rodney-alan-greenblat-rodney-alan-greenblat-original-painting-on-wood-sculpture-authentic-signed-art,Rodney Alan Greenblat,American,1960,Rodney Alan Greenblat Original Painting on Wood Sculpture Authentic Signed Art,https://d32dm0rphc51dk.cloudfront.net/G6A5V05FjuC6pCRnoHI1aA/large.jpg,20th Century,Original Art Broker,Certificate of authenticity,Painting,Hand Painted Wood Sculpture,22 × 24 in,55.9 × 61 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Lower Right (see photo)",Included,Included,$,995
961,https://www.artsy.net/artwork/america-martin-the-spanking,America Martin,Colombian-American,1980,The Spanking,https://d32dm0rphc51dk.cloudfront.net/-RyTH4JMtNuXFZGFyn1Zdg/large.jpg,2008,203 Fine Art,Secure payment,Mixed Media,Oil and ink on paper,7 1/2 × 5 3/4 in,19.1 × 14.6 cm,"Shrink wrapped and matted, prepared to frame",This is a unique work.,"Hand-signed by artist, signed and dated",NA,Not included,$,950
962,https://www.artsy.net/artwork/ksenia-kovalova-jenga,Ksenia Kovalova,Ukrainian,1991,"""Jenga""",https://d32dm0rphc51dk.cloudfront.net/X5fLLt_0ROD2z11rsawcPw/large.jpg,2020,Gallery Sitka,SHIRLEY,"Drawing, Collage or other Work on Paper","Cut-out paper, metal and glass frame",14 × 11 in,35.6 × 27.9 cm,New,This is a unique work.,"Hand-signed by artist, Bottom right corner",NA,Included,$,575
963,https://www.artsy.net/artwork/joanna-mieszko-nude-90,Joanna Mieszko,Polish,1969,Nude,https://d32dm0rphc51dk.cloudfront.net/sIIgtDcA3KR7gyXn9-AxtA/large.jpg,2014,Make offer,Gallery Katarzyna Napiorkowska | Warsaw & Brussels,Painting,Gouache on cardboard,27 3/5 × 19 7/10 in,70 × 50 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,700
964,https://www.artsy.net/artwork/ben-weiner-untitled-2,Ben Weiner,American,1980,Untitled,https://d32dm0rphc51dk.cloudfront.net/2fhqXKwL1p6yl4ZtWqL2Ug/large.jpg,2018,Mark Moore Fine Art,"Los Angeles, Orange",Painting,Oil on prepared paper,15 × 22 in,38.1 × 55.9 cm,NA,This is a unique work.,"Hand-signed by artist, Signed Version",NA,Not included,$,"3,700"
965,https://www.artsy.net/artwork/jean-michel-basquiat-boxer-rebellion-24,Jean-Michel Basquiat,"American, 1960–1988",NA,BOXER REBELLION,https://d32dm0rphc51dk.cloudfront.net/2Wwtgvl4Y-Mt3ZA3N9Sbzw/large.jpg,2018,Make offer,Gallery Art,Print,SCREEN PRINT,39 1/2 × 29 in,100.3 × 73.7 cm,Excellent,Edition of 60,Stamped by artist's estate,Included,Not included,NA,NA
966,https://www.artsy.net/artwork/becky-yazdan-burned-at-the-stake,Becky Yazdan,American,1977,Burned At The Stake,https://d32dm0rphc51dk.cloudfront.net/CETeq2P3QTGEinY3etSz8w/large.jpg,ca. 2019,FRED.GIAMPIETRO Gallery,New Haven,Painting,Oil on linen,12 × 12 in,30.5 × 30.5 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"1,650"
967,https://www.artsy.net/artwork/red-grooms-red-grooms-original-watercolor-painting-signed-modern-3d-cutout-artwork-framed,Red Grooms,American,1937,Red Grooms Original Watercolor Painting Signed Modern 3D Cutout Artwork Framed,https://d32dm0rphc51dk.cloudfront.net/9jG25wTgIqIyFPF9BxTUqw/large.jpg,1980,Original Art Broker,Certificate of authenticity,Painting,Watercolor on Paper,39 × 50 in,99.1 × 127 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Lower Right (see photo)",Included,Included,$,"7,895"
968,https://www.artsy.net/artwork/angela-acourt-baby-blue-peony,Angela A'Court,British,1961,Baby Blue Peony,https://d32dm0rphc51dk.cloudfront.net/-IVyIso-Q0pEKh7OCOKAyw/large.jpg,2019,Susan Eley Fine Art,"New York, Hudson","Drawing, Collage or other Work on Paper",Mixed media on paper,14 × 11 1/2 in,35.6 × 29.2 cm,Excellent,This is a unique work.,Hand-signed by artist,Included,Included,$,920
969,https://www.artsy.net/artwork/gill-button-nuage,Gill Button,English,1973,Nuage,https://d32dm0rphc51dk.cloudfront.net/kvkShG0F_gYKd5YXWD-ISg/large.jpg,2020,James Freeman Gallery,London,Painting,Acrylic & oil on linen,17 7/10 × 13 4/5 in,45 × 35 cm,NA,This is a unique work.,"Hand-signed by artist, stamped by artist's estate",Included,Not included,£,"2,600"
970,https://www.artsy.net/artwork/gary-giordano-greek-cross,Gary Giordano,American,NA,Greek Cross,https://d32dm0rphc51dk.cloudfront.net/WQfmQs8MLkR1bhbMRsrqUQ/large.jpg,2021,Gallery Gary Giordano,Secure payment,Painting,Acrylic on gessoed paper,11 × 14 × 1/4 in,27.9 × 35.6 × 0.6 cm,NA,This is a unique work.,"Hand-signed by artist, bottom right",NA,Not included,$,600
971,https://www.artsy.net/artwork/gary-john-sombrero-time,Gary John,American,1963,Sombrero Time,https://d32dm0rphc51dk.cloudfront.net/hs3tp7WCe0GPERTYFaIQew/large.jpg,2015,"Los Angeles, Zürich",Certificate of authenticity,Painting,Mixed Media on Board,28 × 22 in,71.1 × 55.9 cm,NA,This is a unique work.,"Hand-signed by artist, This artwork is signed and dated by the artist in the lower left corner using the first two letters of his first and … ",Included,Not included,$,800
972,https://www.artsy.net/artwork/william-adolphus-knell-shipping-at-sunset,William Adolphus Knell,"British, 1802–1875",NA,Shipping at Sunset,https://d32dm0rphc51dk.cloudfront.net/h5C8hl307ESgnFmS2DsFtg/large.jpg,19th Century,Make offer,Haynes Fine Art,Painting,Oil on board,7 × 10 in,17.8 × 25.4 cm,Good condition. Professionally cleaned and ready to hang,This is a unique work.,"Hand-signed by artist, Signed lower right",NA,Included,£,"3,750"
973,https://www.artsy.net/artwork/mark-di-suvero-mark-di-suvero-original-ink-drawing-hand-signed-framed-artwork-steel-sculpture,Mark di Suvero,American,1933,Mark Di Suvero Original Ink Drawing Hand Signed Framed Artwork Steel Sculpture,https://d32dm0rphc51dk.cloudfront.net/i-DWQ3YXpW16X_4fcIg9aw/large.jpg,1994,Original Art Broker,Certificate of authenticity,"Drawing, Collage or other Work on Paper",Original Ink Drawing,25 × 21 in,63.5 × 53.3 cm,Excellent Condition - Like New,This is a unique work.,"Hand-signed by artist, Lower Right (see photo)",Included,Included,$,"4,295"
974,https://www.artsy.net/artwork/dale-chihuly-dale-chihuly-original-hand-blown-glass-soft-cylinder-signed-artwork-blanket-blue,Dale Chihuly,American,1941,Dale Chihuly ORIGINAL HAND BLOWN Glass Soft Cylinder Signed Artwork Blanket Blue,https://d32dm0rphc51dk.cloudfront.net/hnJCba9hk73aRKzRvZxNdQ/large.jpg,Late 20th Century,Original Art Broker,Certificate of authenticity,Sculpture,Hand Blown Glass Vase / Basket,5 1/2 × 5 1/4 in,14 × 13.3 cm,Excellent Condition - Like New,This is a unique work.,Hand-signed by artist,Included,Included,$,"8,295"
975,https://www.artsy.net/artwork/ludwig-favre-chinatown-colorful,Ludwig Favre,French,1976,Chinatown Colorful,https://d32dm0rphc51dk.cloudfront.net/GDFdCAawgvALV3Cyx2dCBg/large.jpg,2020,$750,44 3/5 × 59 1/2 in,Photography,Hahnemühle 100% cotton rag paper with archival epson inkjet pigments,This work is part of a limited edition set.,17 3/5 × 23 1/2 in,NA,44.7 × 59.7 cm,NA,Included,Not included,E,dition of 50
976,https://www.artsy.net/artwork/mark-acetelli-modern-times,Mark Acetelli,American,1969,Modern Times,https://d32dm0rphc51dk.cloudfront.net/WwKeNHMFRFGVg7NOcFKD1Q/large.jpg,2020,Los Angeles,Certificate of authenticity,Painting,Oil on Canvas,56 × 78 × 2 in,142.2 × 198.1 × 5.1 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"10,500"
977,https://www.artsy.net/artwork/fat-typical-street-plate-of-paris-rue-des-mauvais-garcons-4th-district,FAT,French,1990,"Typical street plate of Paris ""Rue des Mauvais Garçons""- 4th district",https://d32dm0rphc51dk.cloudfront.net/Yn39XPJtUEkAwaF_4UDMuQ/large.jpg,2019,Design By Jaler,PARIS,Painting,Stencil - Painting on steel,9 4/5 × 17 7/10 × 2/5 in,25 × 45 × 1 cm,NA,This is a unique work.,"Hand-signed by artist, Hand-signed by artist ",Included,Not included,€,"1,300"
978,https://www.artsy.net/artwork/cleve-gray-inception,Cleve Gray,"American, 1918–2004",NA,Inception,https://d32dm0rphc51dk.cloudfront.net/S-NNU1E3wwehPr_dG3JMjw/large.jpg,1966,RoGallery,Long Island City,Painting,Oil on Canvas,19 1/2 × 23 1/2 in,49.5 × 59.7 cm,Excellent,This is a unique work.,"Hand-signed by artist, Signed lower right, signed and title verso",NA,Included,$,"8,000"
979,https://www.artsy.net/artwork/malick-sidibe-cours-pigier-17-dot-03-dot-73,Malick Sidibé,"Malian, 1936–2016",NA,Cours Pigier 17.03.73,https://d32dm0rphc51dk.cloudfront.net/myZg8ObEaOTFxTn9p8W8jg/large.jpg,1973,Make offer,David Hill Gallery,Photography,Vintage silver gelatin prints on card,12 3/5 × 19 7/10 in,32 × 50 cm,NA,This is a unique work.,NA,NA,Included,£,"15,000"
980,https://www.artsy.net/artwork/chris-hood-porting,Chris Hood,American,1984,Porting,https://d32dm0rphc51dk.cloudfront.net/hWNQawtCMe0x9w4LdWGXYw/large.jpg,2020,Davis Editions / Davis Originals,Certificate of authenticity,Print,Archival pigment print,40 × 30 in,101.6 × 76.2 cm,NA,Edition of 10 + 2AP,Stamped and numbered verso,Included,Not included,NA,NA
981,https://www.artsy.net/artwork/beejoir-weapon-of-choice-shiva-violet-unique-colourway,Beejoir,English,1979,Weapon Of Choice - SHIVA VIOLET - Unique Colourway,https://d32dm0rphc51dk.cloudfront.net/6s07Tp3Gn1n03Q_l9kq0aA/large.jpg,2014,Make offer,Kalkman Gallery,Sculpture,Unique artist made resin / acrylic / polyurethane.,13 4/5 × 13 × 9 in,35 × 33 × 22.9 cm,"Each artwork has unique differences: all are individually shaped and painted by hand w/ hours of colour application, sanding and varnishing",This is a unique work.,"Hand-signed by artist, Signed in the last layer of epoxy resin on the back of the sculpture. The signature is very faint. Certificate of … ",Included,Not included,€,695
982,https://www.artsy.net/artwork/maureen-chatfield-summer-squall,Maureen Chatfield,American,1948,Summer Squall,https://d32dm0rphc51dk.cloudfront.net/3sOOKHrRQAZ0XeG1h8p1Ew/large.jpg,2016,Rosenberg & Co.,New York,Painting,Oil on canvas,12 × 12 in,30.5 × 30.5 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"8,000"
983,https://www.artsy.net/artwork/nobuyoshi-araki-untitled-322,Nobuyoshi Araki,Japanese,1940,Untitled,https://d32dm0rphc51dk.cloudfront.net/SaN0Y4x63OZNXRQw2socIQ/large.jpg,2006-2009,Make offer,Galerie Écho,Photography,Silver gelatin print,4 3/10 × 3 1/2 in,10.8 × 8.8 cm,NA,This is a unique work.,"Hand-signed by artist, Signed by Nobuyoshi Araki in the back ",NA,Not included,€,900
984,https://www.artsy.net/artwork/nicholas-garland-dance-floor,Nicholas Garland,British,1935,Dance Floor,https://d32dm0rphc51dk.cloudfront.net/o5AxaDZ8ifcAFf8x0dc63w/large.jpg,1985,Make offer,Washington Color,Print,Hand-pressed linocut on mould-made Vélin Arches 300gsm paper,22 × 18 × 1 1/8 in,55.9 × 45.7 × 2.9 cm,"Fine condition. A beautiful print, exceptionally-well inked, crisp edges, undamaged paper.",Edition 219/250,"Hand-signed by artist, en recto lower right. Editioned en recto lower left. Titled en recto lower center.",Included,Included,NA,NA
985,https://www.artsy.net/artwork/deborah-dancy-horizon,Deborah Dancy,American,1949,Horizon,https://d32dm0rphc51dk.cloudfront.net/V2SDjp566tAwKzXrjHN1IA/large.jpg,2013,Westport,Certificate of authenticity,Painting,Oil on canvas,60 × 60 in,152.4 × 152.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"10,000"
986,https://www.artsy.net/artwork/kenneth-blom-symmetry,Kenneth Blom,Follow,NA,Symmetry,https://d32dm0rphc51dk.cloudfront.net/_YoyaIko1ckLfrA5WpBUww/large.jpg,2019,New York,Secure payment,Painting,Oil on canvas,23 3/5 × 27 1/2 in,59.9 × 69.9 cm,This artwork is in good condition.,This is a unique work.,"Hand-signed by artist, Signed and dated verso.",NA,Included,$,"6,500"
987,https://www.artsy.net/artwork/bruce-rubenstein-bumble-bees,Bruce Rubenstein,American,1955,Bumble Bees,https://d32dm0rphc51dk.cloudfront.net/3Q8UG7oLN--ff8XRbdnyCQ/large.jpg,2020,"Los Angeles, Zürich",Secure payment,Painting,Enamel on Canvas,48 × 48 in,121.9 × 121.9 cm,Https://www.artspacewarehouse.com/en/artist-bruce-rubenstein,This is a unique work.,Hand-signed by artist,NA,Not included,$,"4,800"
988,https://www.artsy.net/artwork/larry-bell-fraction-4898,Larry Bell,American,1939,Fraction 4898,https://d32dm0rphc51dk.cloudfront.net/eTk1IHNVi_bvFoWrn6sTLw/large.jpg,1999,Asher Grey Gallery,"Venice, Santa Monica","Drawing, Collage or other Work on Paper",Mixed media,13 5/8 × 13 5/8 in,34.6 × 34.6 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"5,000"
989,https://www.artsy.net/artwork/lucy-mink-lethal,Lucy Mink,American,1968,Lethal,https://d32dm0rphc51dk.cloudfront.net/ng7xxzCsy7I89r3-OdGpvQ/large.jpg,2020,BigTown Gallery,Rochester,Painting,Watercolors all on 300 lb lanquarelle paper,15 × 11 1/2 in,38.1 × 29.2 cm,NA,This is a unique work.,"Hand-signed by artist, Signed verso",NA,Not included,$,500
990,https://www.artsy.net/artwork/andre-lanskoy-sans-titre-nature-morte,André Lanskoy,"Russian, 1902–1976",NA,Sans titre (Nature morte),https://d32dm0rphc51dk.cloudfront.net/RR4It27L_uUVmg2WEYMB2A/large.jpg,ca. 1930s,Make offer,E & R Cyzer,Painting,Oil on canvas,22 2/5 × 28 7/10 × 3 1/10 in,57 × 73 × 8 cm,This work is in good condition. ,This is a unique work.,"Hand-signed by artist, Signed lower left: 'Lanskoy'",NA,Included,£,"34,000"
991,https://www.artsy.net/artwork/john-zurier-untitled-23,John Zurier,American,1956,Untitled,https://d32dm0rphc51dk.cloudfront.net/7amR2emtuv7at66bkeqcZQ/large.jpg,2017,Anders Wahlstedt Fine Art,New York,Print,Monotype,28 7/8 × 24 1/2 in,73.3 × 62.2 cm,In Very Good Condition,This is a unique work.,"Hand-signed by artist, Signed lower right",NA,Not included,$,"5,000"
992,https://www.artsy.net/artwork/terry-haggerty-wave-maker,Terry Haggerty,Follow,NA,Wave maker,https://d32dm0rphc51dk.cloudfront.net/2vtgznh3iPcpb9kgLA8T3Q/large.jpg,2019,Make offer,Eduardo Secci Contemporary,Sculpture,Acylic on wood,81 1/2 × 29 1/2 in,207 × 75 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,"32,000"
