,page_URL,artist,artist_nationality,artist_birthdate,title,image_URL,year,gallery,gallery_location,medium,medium_details,size_inches,size_cm,condition,classification,signed,authenticated,framed,currency,price
0,https://www.artsy.net/artwork/yigal-ozeri-untitled-pricilla-3,Yigal Ozeri,Israeli,1958,"Untitled ""Pricilla""",https://d32dm0rphc51dk.cloudfront.net/FZUq9m6kyOkb_CKpIY6qSg/large.jpg,ca. 2012,Corridor Contemporary,"Tel-Aviv, Philadelphia",Painting,Oil on canvas,36 × 54 in,91.4 × 137.2 cm,Excellent,This is a unique work.,Hand-signed by artist,Included,Included,$,"55,000"
1,https://www.artsy.net/artwork/gert-and-uwe-tobias-untitled-2436,Gert & Uwe Tobias,Romanian-German,1973,Untitled,https://d32dm0rphc51dk.cloudfront.net/QGdZ5YPikOCJLlbH9yOuVA/large.jpg,2017,Make offer,Cassina Projects,"Drawing, Collage or other Work on Paper",Mixed media on paper,21 3/10 × 17 7/10 in,54 × 45 cm,NA,This is a unique work.,NA,Included,Included,€,"3,500"
2,https://www.artsy.net/artwork/ramon-enrich-brow-1,Ramon Enrich,Spanish,1968,Brow,https://d32dm0rphc51dk.cloudfront.net/gvo22Yz_H23yTsixzS8hLA/large.jpg,2015,Artistics,Paris,Painting,Acrylic on canvas.,21 7/10 × 27 3/5 in,55 × 70 cm,NA,This is a unique work.,"Hand-signed by artist, sticker label",Included,Not included,€,"2,000"
3,https://www.artsy.net/artwork/hollis-dunlap-inner-and-outer-space,Hollis Dunlap,American,1977,Inner and Outer Space ,https://d32dm0rphc51dk.cloudfront.net/qadABn9NLR86r8CxgiYm9A/large.jpg,2016,Gallery 1261,Denver,Painting,Oil on Linen,24 × 30 in,61 × 76.2 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"6,500"
4,https://www.artsy.net/artwork/joanne-tarlin-flowers-of-evil,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
5,https://www.artsy.net/artwork/seen-tags-pink-vertical,SEEN,American,1961,'Tags' (pink-vertical),https://d32dm0rphc51dk.cloudfront.net/ZemlrenDunl_ADB7iOjQ2A/large.jpg,2019,Signari Gallery,Certificate of authenticity,Painting,"Hand-painted spray/acrylic on hand-pulled, 100% cotton canvas.",24 × 9 in,61 × 22.9 cm,Good,This is a unique work.,"Hand-signed by artist, Hand-signed and dated in black marker on reverse.",Included,Not included,$,"1,250"
6,https://www.artsy.net/artwork/galia-linn-stone-guardian,Galia Linn,Israeli,1963,Stone Guardian,https://d32dm0rphc51dk.cloudfront.net/j2V0pM2frJXmfLGwe7BeOg/large.jpg,2020,Los Angeles,Certificate of authenticity,Sculpture,Hopkins white. Glazed stoneware.,53 × 21 × 21 in,134.6 × 53.3 × 53.3 cm,NA,This is a unique work.,"Hand-signed by artist, Initialed on bottom",Included,Not included,$,"15,000"
7,https://www.artsy.net/artwork/hollis-dunlap-october-girl-portrait-in-fall,Hollis Dunlap,American,1977,October Girl (Portrait in Fall),https://d32dm0rphc51dk.cloudfront.net/_aItfQf5JK7wBhRk_VmJdA/large.jpg,2020,Gallery 1261,Denver,Painting,Oil on Panel,14 × 11 in,35.6 × 27.9 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"1,800"
8,https://www.artsy.net/artwork/nancy-ellen-craig-male-nude,Nancy Ellen Craig,"American, 1927–2015",NA,Male Nude,https://d32dm0rphc51dk.cloudfront.net/8FZXC1DHbDHLZ5sC5OvzbQ/large.jpg,Late 20th c.,Bakker Gallery,Provincetown,"Drawing, Collage or other Work on Paper",Graphite on paper,12 3/4 × 10 3/4 in,32.4 × 27.3 cm,"Very good condition, irregular edges, pinholes",This is a unique work.,"Hand-signed by artist, Signed lower right",NA,Included,$,700
9,https://www.artsy.net/artwork/egmont-hartwig-conserves,Egmont Hartwig,Netherlandish,1973,Conserves,https://d32dm0rphc51dk.cloudfront.net/qV6EnlcJaDQ-cm7BrcPSsw/large.jpg,2017,Make offer,Desiderio Gallery,Painting,Oil on wood,27 3/5 × 39 2/5 in,70 × 100 cm,The work is in perfect condition.,This is a unique work.,Hand-signed by artist,Included,Not included,€,"8,000"
10,https://www.artsy.net/artwork/josh-reames-columbo-ii,Josh Reames,American,1985,Columbo,https://d32dm0rphc51dk.cloudfront.net/GLa9rtwDrYIX-MCp2A9G1w/large.jpg,II,Luis De Jesus Los Angeles,Los Angeles,Painting,Acrylic on canvas,60 × 54 in,152.4 × 137.2 cm,NA,This is a unique work.,"Hand-signed by artist, sticker label",Included,Not included,$,"11,000"
11,https://www.artsy.net/artwork/katsu-untitled-drone-flower-134,KATSU,American,1982,Untitled (Drone Flower),https://d32dm0rphc51dk.cloudfront.net/1UxSTKHdAXeyCv5wDG-tSg/large.jpg,2018,New York,Secure payment,Painting,Enamel on canvas,20 × 16 in,50.8 × 40.6 cm,NA,This is a unique work.,Not signed,NA,Included,$,"2,000"
12,https://www.artsy.net/artwork/mia-bergeron-courtly,Mia Bergeron,American,NA,Courtly,https://d32dm0rphc51dk.cloudfront.net/wUKYJT5-gVuKy89jROHYTA/large.jpg,2020,Gallery 1261,Denver,Painting,Oil on cradled wooden panel,8 × 10 in,20.3 × 25.4 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"1,000"
13,https://www.artsy.net/artwork/amber-goldhammer-skyrocketing-love,Amber Goldhammer,American,1979,Skyrocketing Love,https://d32dm0rphc51dk.cloudfront.net/o0QDvk6Bh6Y4KjBzf5yrfQ/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Acrylic, Latex, & Spray Paint on Canvas",48 × 84 in,121.9 × 213.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"3,650"
14,https://www.artsy.net/artwork/hollis-dunlap-inner-dialogues,Hollis Dunlap,American,1977,Inner Dialogues,https://d32dm0rphc51dk.cloudfront.net/cgUqqsHf47EsL-oL71OE_w/large.jpg,2020,Gallery 1261,Denver,Painting,Oil on Panel,20 × 16 in,50.8 × 40.6 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,"4,500"
15,https://www.artsy.net/artwork/egmont-hartwig-boxes,Egmont Hartwig,Netherlandish,1973,Boxes,https://d32dm0rphc51dk.cloudfront.net/jY0bJxCwl9VVozjMqiN6DA/large.jpg,2017,Make offer,Desiderio Gallery,Painting,Oil on wood,15 7/10 × 19 7/10 in,40 × 50 cm,The work is in perfect condition.,This is a unique work.,"Hand-signed by artist, Right bottom corner",Included,Not included,€,"3,200"
16,https://www.artsy.net/artwork/eduardo-guelfenbein-inspirational-1,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
17,https://www.artsy.net/artwork/thomas-alban-descend,Thomas Alban,Follow,NA,Descend,https://d32dm0rphc51dk.cloudfront.net/qfKrr-lHywBf2ncSGSe8LA/large.jpg,2020,Barba Contemporary Art,Certificate of authenticity,Sculpture,"Stoneware, glaze, mounted on wood",34 × 29 × 3 in,86.4 × 73.7 × 7.6 cm,"Original, new artwork",This is a unique work.,"Hand-signed by artist, Signature on back",Included,Not included,$,"2,200"
18,https://www.artsy.net/artwork/deirdre-murphy-winter-solstice,Deirdre Murphy,American,1967,Winter Solstice,https://d32dm0rphc51dk.cloudfront.net/x8N1eT3Dxlzemz93Lwzlxw/large.jpg,2020,Susanna Gold Gallery,Bryn Mawr,Print,Mixed media monoprint and painting on paper,12 × 12 in,30.5 × 30.5 cm,"Pristine, framed and ready to hang. ",This is a unique work.,"Hand-signed by artist, signed on the back",NA,Included,$,800
19,https://www.artsy.net/artwork/helen-frankenthaler-thanksgiving-day-30,Helen Frankenthaler,"American, 1928–2011",NA,Thanksgiving Day ,https://d32dm0rphc51dk.cloudfront.net/KHvZj08Ec0u_tJ-sdQIeuQ/large.jpg,1973,Make offer,Bernard Jacobson Gallery,Painting,Unique painting on ceramic tile,13 1/2 × 17 1/2 × 7/10 in,34.3 × 44.5 × 1.9 cm,Perfect,This is a unique work.,"Hand-signed by artist, Signed lower right 'Frankenthaler'.",NA,Included,$,"80,000"
20,https://www.artsy.net/artwork/balint-zsako-blood-orange,Balint Zsako,Hungarian,1979,Blood Orange,https://d32dm0rphc51dk.cloudfront.net/MJWgpzb5D1WRCDNi6dIUGA/large.jpg,2016,Make offer,Mimmo Scognamiglio / Placido,"Drawing, Collage or other Work on Paper",Mixed Media on paper,29 9/10 × 21 7/10 in,76 × 55 cm,NA,This is a unique work.,NA,Included,Included,$,"4,500"
21,https://www.artsy.net/artwork/daniel-hooper-feminine-trois-1,Daniel Hooper,British,NA,Feminine Trois,https://d32dm0rphc51dk.cloudfront.net/iXJ1XP6Mi2rnHlF3lF4YKQ/large.jpg,2020,George Thornton Art,Nottingham,Painting,Original - Mixed Media on Board,59 × 43 in,149.9 × 109.2 cm,Pristine Condition,This is a unique work.,"Hand-signed by artist, Signed on the bottom right hand corner",Included,Not included,£,"3,495"
22,https://www.artsy.net/artwork/tove-worum-natura-i,Tove Worum,Norwegian,1953,Natura I,https://d32dm0rphc51dk.cloudfront.net/0BNWk5LOYj6SMmJVg67MIg/large.jpg,2018,Make offer,promoart21,Painting,Tempera and oil on plexiglass and MDF board -,9 2/5 × 9 2/5 in,24 × 24 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,€,800
23,https://www.artsy.net/artwork/tove-worum-the-wanderers-treasure,Tove Worum,Norwegian,1953,The wanderer's treasure,https://d32dm0rphc51dk.cloudfront.net/Ufeml0xtoYuljT_lEj_OZw/large.jpg,2019,Make offer,promoart21,Painting,"Textile, oil, percussion gold, wax on MDF board",9 2/5 × 11 in,24 × 28 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,€,800
24,https://www.artsy.net/artwork/lea-ezekielle-dawn,Lea Ezekielle,French,1995,Dawn ,https://d32dm0rphc51dk.cloudfront.net/qS0C_acNRF4T8fqTzVtFjA/large.jpg,2020,Make offer,Galerie Arnaud,Painting,Acrylic on canvas,45 3/10 × 29 1/2 in,115 × 75 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,695
25,https://www.artsy.net/artwork/gert-and-uwe-tobias-untitled-2435,Gert & Uwe Tobias,Romanian-German,1973,Untitled,https://d32dm0rphc51dk.cloudfront.net/qVIBe039MxpB0y4VrwBZFQ/large.jpg,2008/2017,Make offer,Cassina Projects,"Drawing, Collage or other Work on Paper",Mixed media on paper,21 3/10 × 17 7/10 in,54 × 45 cm,NA,This is a unique work.,NA,Included,Included,€,"3,500"
26,https://www.artsy.net/artwork/hollis-dunlap-danielle-outside-1,Hollis Dunlap,American,1977,Danielle Outside,https://d32dm0rphc51dk.cloudfront.net/5i-njTSas4jQm4pNdG2oXQ/large.jpg,2020,Gallery 1261,Denver,Painting,Oil on Panel,14 × 11 in,35.6 × 27.9 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"1,800"
27,https://www.artsy.net/artwork/tat-shing-chu-aesthetic-contemplation-vi-mei-xue-chen-si-liu,Tat Shing Chu,Chinese,1942,Aesthetic Contemplation VI 美學沉思六,https://d32dm0rphc51dk.cloudfront.net/87gq_mhWYVDgU1y5DJrcig/large.jpg,2017,Art of Nature Contemporary,Hong Kong,Painting,Ink on paper,35 2/5 × 34 3/5 in,90 × 88 cm,NA,This is a unique work.,"Hand-signed by artist, stamped by artist's estate, Front",Included,Included,$,"3,900"
28,https://www.artsy.net/artwork/george-condo-untitled-2111,George Condo,American,1957,Untitled ,https://d32dm0rphc51dk.cloudfront.net/wO5dNWzvhLYILC0wsgpnUw/large.jpg,1987,HG Contemporary,"Saint Helena, Napa Valley",Painting,Oil on Canvas,15 × 12 × 2 in,38.1 × 30.5 × 5.1 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"120,000"
29,https://www.artsy.net/artwork/preston-paperboy-fatale,Preston Paperboy,British,NA,Fatale,https://d32dm0rphc51dk.cloudfront.net/qllgVm-T2XBtCK1wTZwFrQ/large.jpg,2019,MIAMI,Certificate of authenticity,Painting,"Oil, acrylic, and charcoal on canvas",22 × 18 in,55.9 × 45.7 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"2,000"
30,https://www.artsy.net/artwork/ilana-manolson-fostering-the-next,Ilana Manolson,Canadian,1956,Fostering the Next,https://d32dm0rphc51dk.cloudfront.net/zE6NHZmmXuzu-zWKvprtUA/large.jpg,2020,New York,Secure payment,"Drawing, Collage or other Work on Paper",Acrylic on Yupo,30 × 60 in,76.2 × 152.4 cm,NA,This is a unique work.,NA,NA,Not included,$,"16,000"
31,https://www.artsy.net/artwork/sophie-ratzsch-untitled-portrait,Sophie Ratzsch,American,1989,Untitled Portrait ,https://d32dm0rphc51dk.cloudfront.net/k-LyJgBXi_XajiZZByeJIQ/large.jpg,2020,Petion-Ville,Certificate of authenticity,Painting,Oil Paint on Canvas,12 × 16 in,30.5 × 40.6 cm,Mint condition. Direct from artist's studio.,This is a unique work.,Hand-signed by artist,Included,Not included,$,250
32,https://www.artsy.net/artwork/robert-lebsack-as-a-dream-upon-waking,Robert Lebsack,American,1980,As A Dream Upon Waking,https://d32dm0rphc51dk.cloudfront.net/Xx5KaFdEr9ibC5fXSvWYNQ/large.jpg,2020,"Los Angeles, Zürich",Certificate of authenticity,Painting,"Acrylic, Charcoal, & Ink on Sheet Music on Wooden Panel",48 × 36 in,121.9 × 91.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"1,900"
33,https://www.artsy.net/artwork/nobuyoshi-araki-flower-146,Nobuyoshi Araki,Japanese,1940,Flower,https://d32dm0rphc51dk.cloudfront.net/ST2zC4yYX0-b9ULd2UipnQ/large.jpg,2006-2009,Make offer,Grob Gallery,Photography,Polaroid,4 1/5 × 3 1/2 × 1/10 in,10.7 × 8.8 × 0.2 cm,NA,This is a unique work.,"Hand-signed by artist, Signed on the back",Included,Not included,$,"1,000"
34,https://www.artsy.net/artwork/hollis-dunlap-meghan-in-summer-quarantine-nude,Hollis Dunlap,American,1977,Meghan in Summer (Quarantine Nude) ,https://d32dm0rphc51dk.cloudfront.net/aM6Yf5k002Mhf7Em6_uYkw/large.jpg,2020,Gallery 1261,Denver,Painting,Oil on Panel,16 × 20 in,40.6 × 50.8 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"2,400"
35,https://www.artsy.net/artwork/ilana-manolson-charting-the-fleeting-1,Ilana Manolson,Canadian,1956,Charting the Fleeting,https://d32dm0rphc51dk.cloudfront.net/JRcez2Czl5SfjUpFgEn2DQ/large.jpg,2020,New York,Secure payment,"Drawing, Collage or other Work on Paper",Acrylic on Yupo,80 × 30 in,203.2 × 76.2 cm,NA,This is a unique work.,NA,NA,Not included,$,"18,000"
36,https://www.artsy.net/artwork/robert-bissell-the-offing,Robert Bissell,English,1952,The Offing,https://d32dm0rphc51dk.cloudfront.net/C_pT-Wl6LzcKrscC_3HXYA/large.jpg,2020,San Francisco,Certificate of authenticity,Painting,Oil on canvas,24 × 36 in,61 × 91.4 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"6,500"
37,https://www.artsy.net/artwork/angel-ricardo-ricardo-rios-una-noche-sin-jardin-con-alicia-y-los-dos-conejos,Angel Ricardo Ricardo Ríos,Cuban,1965,Una noche,https://d32dm0rphc51dk.cloudfront.net/xRUubqd1phFCHzFYY2Ozvg/large.jpg,sin jardin con Alicia y los dos conejos,Madison Gallery,Solana Beach,Painting,Oil on canvas,94 49/100 × 125 49/50 in,240 × 320 cm,NA,This is a unique work.,"Hand-signed by artist, verso",Included,Not included,$,"23,000"
38,https://www.artsy.net/artwork/lea-ezekielle-fusion,Lea Ezekielle,French,1995,Fusion,https://d32dm0rphc51dk.cloudfront.net/U0li3luL2IqI0SItjJSRIw/large.jpg,2020,Make offer,Galerie Arnaud,Painting,Acrylic on canvas,19 7/10 × 19 7/10 in,50 × 50 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,390
39,https://www.artsy.net/artwork/america-martin-persephone,America Martin,Colombian-American,1980,Persephone,https://d32dm0rphc51dk.cloudfront.net/ZGa51I_cMDNZjJEy9b6Ybw/large.jpg,2020,JoAnne Artman Gallery,"New York, Laguna Beach",Painting,Oil & Acrylic on Canvas,81 1/2 × 61 1/2 in,207 × 156.2 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"22,000"
40,https://www.artsy.net/artwork/eugene-berman-figure-in-mask,Eugene Berman,"American, 1899–1972",NA,Figure in Mask,https://d32dm0rphc51dk.cloudfront.net/BY8Dy17tVQB8mID0BiPKdg/large.jpg,20th Century,Make offer,Wallector,"Drawing, Collage or other Work on Paper",Drawing in pencil on ivory-colored paper,4 9/10 × 3 1/10 in,12.5 × 8 × 0.1 cm,Good.,This is a unique work.,For more information read description.,NA,Not included,£,250
41,https://www.artsy.net/artwork/jason-martin-untitled-dioxazine-mauve,Jason Martin,British,1970,Untitled (Dioxazine mauve),https://d32dm0rphc51dk.cloudfront.net/FGMmkGfTQe5I_CC6QH3p6Q/large.jpg,2020,Make offer,Buchmann Galerie,"Drawing, Collage or other Work on Paper",Cold process dye on watercolor paper,29 9/10 × 22 4/5 in,76 × 58 cm,The work is in perfect condition. It is framed behind non-reflective glass with UV protection. ,This is a unique work.,"Hand-signed by artist, Signed, titled and dated on the back",NA,Included,€,"13,000"
42,https://www.artsy.net/artwork/robert-bissell-seaside-video,Robert Bissell,English,1952,Seaside Video,https://d32dm0rphc51dk.cloudfront.net/-1fw437mFsZOdDb6qD1wUw/large.jpg,2020,San Francisco,Certificate of authenticity,Painting,Oil on wood panel,11 × 14 in,27.9 × 35.6 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,$,"1,500"
43,https://www.artsy.net/artwork/piero-pizzi-cannella-vestito,Piero Pizzi Cannella,Italian,1955,Vestito,https://d32dm0rphc51dk.cloudfront.net/mdCR_f8Yj2JLIzDaKsrAiA/large.jpg,2015,Make offer,Mimmo Scognamiglio / Placido,Painting,Oil on canvas,78 7/10 × 53 1/10 in,200 × 135 cm,In good conditions,This is a unique work.,"Hand-signed by artist, verso",Included,Included,€,"50,000"
44,https://www.artsy.net/artwork/richard-orlinski-wild-kong-rolling-stones,Richard Orlinski,French,1966,Wild Kong Rolling Stones,https://d32dm0rphc51dk.cloudfront.net/XzulevtS_sU7V82lTOY5WQ/large.jpg,2020,Make offer,Galerie Perahia,Sculpture,Resine,17 7/10 in,45 cm,NA,This is a unique work.,"Hand-signed by artist, under the foot",Included,Not included,€,"12,900"
45,https://www.artsy.net/artwork/charles-buckley-run-away,Charles Buckley,American,1966,Run Away!,https://d32dm0rphc51dk.cloudfront.net/DNFc7jHdICnh4DwHvkjcGA/large.jpg,2019,Susan Eley Fine Art,"New York, Hudson","Drawing, Collage or other Work on Paper",Acrylic ink on paper,14 1/2 × 14 1/2 in,36.8 × 36.8 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"1,725"
46,https://www.artsy.net/artwork/alexander-richard-wilson-the-east-troublesome-fire-night,Alexander Richard Wilson,American,NA,The East Troublesome Fire,https://d32dm0rphc51dk.cloudfront.net/o5tM1txHAYIUIyRLTapYsw/large.jpg,Night,HOUSING,New York,Painting,Acrylic on Canvas,14 × 9 in,35.6 × 22.9 cm,NA,This is a unique work.,"Hand-signed by artist, bottom",Included,Included,$,"3,200"
47,https://www.artsy.net/artwork/becky-yazdan-fortune-teller,Becky Yazdan,American,1977,Fortune Teller,https://d32dm0rphc51dk.cloudfront.net/zYlVOSdkx4t5SubSFrvRGA/large.jpg,2018,New Haven,Certificate of authenticity,Painting,Oil on linen on panel,12 × 12 in,30.5 × 30.5 cm,Excellent,This is a unique work.,"Hand-signed by artist, signed on reverse",Included,Not included,$,"1,650"
48,https://www.artsy.net/artwork/jon-james-chiaro-scura-rosa,Jon James,American,NA,Chiaro Scura Rosa ,https://d32dm0rphc51dk.cloudfront.net/sL081JEZJXA_ZUCQvUXK6w/large.jpg,2019,Red Fox Art Gallery,Pound Ridge,Painting,Acrylic on canvas,30 × 30 × 1 in,76.2 × 76.2 × 2.5 cm,NA,This is a unique work.,"Hand-signed by artist, on the verso ",Included,Not included,$,"6,000"
49,https://www.artsy.net/artwork/diego-anaya-cabo,Diego Anaya,Mexican,1986,Cabo,https://d32dm0rphc51dk.cloudfront.net/sUyIei0CFg88NK3VbMkrnw/large.jpg,2018,ARTI.NYC,Certificate of authenticity,Painting,"Paint, wood panel, concrete and patinated steel",23 1/2 × 23 × 2 in,58.4 × 58.4 × 5.1 cm,New,This is a unique work.,"Hand-signed by artist, Signed on the back",Included,Included,$,"5,500"
50,https://www.artsy.net/artwork/samuel-john-lamorna-birch-the-shady-pool,Samuel John Lamorna Birch,Follow,NA,The Shady Pool,https://d32dm0rphc51dk.cloudfront.net/NQgY_ztlBhpjrMnTHDdKjg/large.jpg,1955,Make offer,Haynes Fine Art,Painting,Oil on canvas,30 × 38 in,76.2 × 96.5 cm,Good condition,This is a unique work.,"Hand-signed by artist, Signed and dated '1955' lower left",NA,Included,£,"22,500"
51,https://www.artsy.net/artwork/piero-pizzi-cannella-salon-de-musique-5,Piero Pizzi Cannella,Italian,1955,Salon de Musique ,https://d32dm0rphc51dk.cloudfront.net/FZMz84EDUl6LCxTDk5XKsQ/large.jpg,2015,Make offer,Mimmo Scognamiglio / Placido,Painting,Oil on canvas,55 1/10 × 63 in,140 × 160 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,"45,000"
52,https://www.artsy.net/artwork/ilana-manolson-navigating-the-narrative,Ilana Manolson,Canadian,1956,Navigating the Narrative,https://d32dm0rphc51dk.cloudfront.net/EI4DRwz8PFudPaAM32AZIQ/large.jpg,2020,New York,Secure payment,"Drawing, Collage or other Work on Paper",Acrylic on Yupo,30 × 300 in,76.2 × 762 cm,NA,This is a unique work.,NA,NA,Not included,$,"20,000"
53,https://www.artsy.net/artwork/galia-linn-stone-circle-small-5-of-6,Galia Linn,Israeli,1963,Stone Circle small (5 of 6),https://d32dm0rphc51dk.cloudfront.net/ZtIwyNZOl265IZi064G_4Q/large.jpg,2020,Los Angeles,Certificate of authenticity,Sculpture,Mixed clay. Glazed stoneware.,4 × 5 × 4 in,10.2 × 12.7 × 10.2 cm,NA,This is a unique work.,"Hand-signed by artist, Initialed on bottom",Included,Not included,$,200
54,https://www.artsy.net/artwork/keflione-easy-money,Keflione,French,1964,Easy Money,https://d32dm0rphc51dk.cloudfront.net/_vGYkXD2ieAgvwFQ0-diBA/large.jpg,2019,La Galerie Paris 1839,Hong Kong,Installation,"Ink acrylic on wood panel, resin epoxy",44 9/10 × 35 4/5 in,114 × 91 cm,NA,This is a unique work.,Not signed,Included,Not included,$,"10,320"
55,https://www.artsy.net/artwork/richard-hambleton-shadow-head-71,Richard Hambleton,"Canadian, 1952–2017",NA,Shadow Head ,https://d32dm0rphc51dk.cloudfront.net/-pO9gTrf9e-B4Dg9glz6bg/large.jpg,1984-1994,West Chelsea Contemporary,"Austin , Lakeway, Austin",Painting,Acrylic on paper,21 1/2 × 15 in,54.6 × 38.1 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,$,"31,250"
56,https://www.artsy.net/artwork/jerome-mesnager-en-plein-essor-22-de-2021,Jérôme Mesnager,French,1961,En plein Essor (22 de 2021),https://d32dm0rphc51dk.cloudfront.net/53USvohrcMb7eNr4ye9uZQ/large.jpg,2021,Make offer,Galerie Brugier-Rigail,Painting,Acrylic on oil can,8 3/10 × 6 3/5 × 2 3/5 in,21 × 16.8 × 6.5 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,€,580
57,https://www.artsy.net/artwork/nobuyoshi-araki-flower-144,Nobuyoshi Araki,Japanese,1940,Flower,https://d32dm0rphc51dk.cloudfront.net/Gdzgjnml1RDiZR63trfOIw/large.jpg,2006-2009,Make offer,Grob Gallery,Photography,Polaroid,4 1/5 × 3 1/2 × 1/10 in,10.7 × 8.8 × 0.2 cm,Perfect,This is a unique work.,"Hand-signed by artist, Signed on the back",Included,Not included,$,"1,000"
58,https://www.artsy.net/artwork/tove-worum-connections-ii,Tove Worum,Norwegian,1953,Connections II,https://d32dm0rphc51dk.cloudfront.net/5VFCB0MZoBH67o9eExPYGw/large.jpg,2019,Make offer,promoart21,Painting,"Paper embroidery, oil and wax on MDF board",8 7/10 × 13 in,22 × 33 cm,NA,This is a unique work.,Hand-signed by artist,Included,Included,€,800
59,https://www.artsy.net/artwork/america-martin-the-whistle,America Martin,Colombian-American,1980,The Whistle,https://d32dm0rphc51dk.cloudfront.net/pfWjyrJfUoXa9vn0GTJAsA/large.jpg,2020,JoAnne Artman Gallery,"New York, Laguna Beach",Painting,Oil & Acrylic on Canvas,62 × 51 1/2 in,157.5 × 130.8 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"17,000"
60,https://www.artsy.net/artwork/jean-wolff-blue-rod-painting-number-4,Jean Wolff,American,1960,Blue Rod Painting #4,https://d32dm0rphc51dk.cloudfront.net/RRIMLnZ1u7whICvBfdhovA/large.jpg,2021,BAM Art Advisory,Larchmont,Painting,Enamel on Wood Panel,14 × 11 in,35.6 × 27.9 cm,Excellent. Acquired directly from the artist.,This is a unique work.,"Hand-signed by artist, On the back of the painting bottom right",NA,Not included,$,"1,300"
61,https://www.artsy.net/artwork/katsu-untitled-drone-flower-135,KATSU,American,1982,Untitled (Drone Flower),https://d32dm0rphc51dk.cloudfront.net/n5n7KL8hzoEdkf16a8NL0Q/large.jpg,2018,New York,Secure payment,Painting,Enamel on canvas,20 × 16 in,50.8 × 40.6 cm,NA,This is a unique work.,Not signed,NA,Included,$,"2,000"
62,https://www.artsy.net/artwork/preston-paperboy-i-painted-virgil-so-we-can-be-internet-friends,Preston Paperboy,British,NA,I Painted Virgil So We Can Be Internet Friends,https://d32dm0rphc51dk.cloudfront.net/6nPyh9QpQ_YUAjhxFqGr_g/large.jpg,2019,Reem Gallery,Camberley,Painting,Oil and acrylic on canvas,30 × 20 in,76.2 × 50.8 cm,NA,This is a unique work.,Hand-signed by artist,Included,Not included,£,"1,200"
63,https://www.artsy.net/artwork/jim-dine-jim-dine-watercolor-painting-original-signed-large-child-self-portrait-artwork,Jim Dine,American,1935,Jim Dine Watercolor Painting Original Signed Large Child Self Portrait Artwork,https://d32dm0rphc51dk.cloudfront.net/6KZbEdjolNOhx7ARhO1TMw/large.jpg,1996,Original Art Broker,Certificate of authenticity,Painting,"Charcoal, Pastel, Watercolor on Art Paper",46 × 36 in,116.8 × 91.4 cm,Excellent Condition - Like New ,This is a unique work.,"Hand-signed by artist, Lower Left (see photo)",Included,Included,$,"19,895"
64,https://www.artsy.net/artwork/mia-bergeron-see-1,Mia Bergeron,American,NA,See,https://d32dm0rphc51dk.cloudfront.net/PB5R0FdC43Tu_p4G6TRCbw/large.jpg,ca. 2017,Abend Gallery,Denver,Painting,Oil,6 × 6 in,15.2 × 15.2 cm,NA,This is a unique work.,Hand-signed by artist,NA,Not included,$,900
65,https://www.artsy.net/artwork/hollis-dunlap-susan-in-red-white-and-blue-1,Hollis Dunlap,American,1977,Susan in red,https://d32dm0rphc51dk.cloudfront.net/ImiJ4Kpq6eyyZDR7TCHnNA/large.jpg,white,Gallery 1261,Denver,Painting,Oil on Panel,16 × 20 in,40.6 × 50.8 cm,NA,This is a unique work.,Hand-signed by artist,NA,Included,$,"6,000"
66,https://www.artsy.net/artwork/zoe-keramea-bent-oblong,Zoe Keramea,Follow,NA,Bent Oblong,https://d32dm0rphc51dk.cloudfront.net/TyRcOG5W3yOb62xGOf2GeA/large.jpg,2011,New York,Secure payment,"Drawing, Collage or other Work on Paper",Graphite on paper,12 × 12 in,30.5 × 30.5 cm,NA,This is a unique work.,NA,NA,Included,$,"3,500"
